,block #,set size,overall stimulus id,image folder,image number,in block stim #,correct action #,correct key#,2/1 correct FB proba,CorrectFB value
55,3.0,5.0,7.0,4.0,1.0,3.0,2.0,15.0,0.5,2.0
56,3.0,5.0,8.0,4.0,3.0,4.0,3.0,14.0,0.5,2.0
57,3.0,5.0,8.0,4.0,3.0,4.0,3.0,14.0,0.5,1.0
58,3.0,5.0,6.0,4.0,6.0,2.0,1.0,13.0,0.8,2.0
59,3.0,5.0,5.0,4.0,2.0,1.0,1.0,13.0,0.8,2.0
60,3.0,5.0,6.0,4.0,6.0,2.0,1.0,13.0,0.8,2.0
61,3.0,5.0,9.0,4.0,5.0,5.0,3.0,14.0,0.2,1.0
62,3.0,5.0,7.0,4.0,1.0,3.0,2.0,15.0,0.5,2.0
63,3.0,5.0,8.0,4.0,3.0,4.0,3.0,14.0,0.5,1.0
64,3.0,5.0,5.0,4.0,2.0,1.0,1.0,13.0,0.8,1.0
65,3.0,5.0,6.0,4.0,6.0,2.0,1.0,13.0,0.8,2.0
66,3.0,5.0,8.0,4.0,3.0,4.0,3.0,14.0,0.5,1.0
67,3.0,5.0,7.0,4.0,1.0,3.0,2.0,15.0,0.5,1.0
68,3.0,5.0,9.0,4.0,5.0,5.0,3.0,14.0,0.2,1.0
69,3.0,5.0,5.0,4.0,2.0,1.0,1.0,13.0,0.8,2.0
70,4.0,3.0,12.0,18.0,4.0,3.0,3.0,14.0,0.2,1.0
71,4.0,3.0,10.0,18.0,1.0,1.0,1.0,13.0,0.8,2.0
72,4.0,3.0,11.0,18.0,6.0,2.0,2.0,15.0,0.5,2.0
73,4.0,3.0,12.0,18.0,4.0,3.0,3.0,14.0,0.2,1.0
74,4.0,3.0,10.0,18.0,1.0,1.0,1.0,13.0,0.8,1.0
75,4.0,3.0,11.0,18.0,6.0,2.0,2.0,15.0,0.5,2.0
76,4.0,3.0,10.0,18.0,1.0,1.0,1.0,13.0,0.8,2.0
77,4.0,3.0,11.0,18.0,6.0,2.0,2.0,15.0,0.5,2.0
78,4.0,3.0,12.0,18.0,4.0,3.0,3.0,14.0,0.2,1.0
79,4.0,3.0,11.0,18.0,6.0,2.0,2.0,15.0,0.5,1.0
80,4.0,3.0,10.0,18.0,1.0,1.0,1.0,13.0,0.8,2.0
81,4.0,3.0,10.0,18.0,1.0,1.0,1.0,13.0,0.8,2.0
82,4.0,3.0,11.0,18.0,6.0,2.0,2.0,15.0,0.5,1.0
83,4.0,3.0,12.0,18.0,4.0,3.0,3.0,14.0,0.2,1.0
84,4.0,3.0,10.0,18.0,1.0,1.0,1.0,13.0,0.8,2.0
85,4.0,3.0,12.0,18.0,4.0,3.0,3.0,14.0,0.2,2.0
86,4.0,3.0,10.0,18.0,1.0,1.0,1.0,13.0,0.8,2.0
87,4.0,3.0,11.0,18.0,6.0,2.0,2.0,15.0,0.5,2.0
88,4.0,3.0,10.0,18.0,1.0,1.0,1.0,13.0,0.8,2.0
89,4.0,3.0,11.0,18.0,6.0,2.0,2.0,15.0,0.5,2.0
90,4.0,3.0,12.0,18.0,4.0,3.0,3.0,14.0,0.2,1.0
91,4.0,3.0,11.0,18.0,6.0,2.0,2.0,15.0,0.5,1.0
92,4.0,3.0,12.0,18.0,4.0,3.0,3.0,14.0,0.2,1.0
93,4.0,3.0,10.0,18.0,1.0,1.0,1.0,13.0,0.8,2.0
94,4.0,3.0,11.0,18.0,6.0,2.0,2.0,15.0,0.5,1.0
95,4.0,3.0,12.0,18.0,4.0,3.0,3.0,14.0,0.2,1.0
96,4.0,3.0,12.0,18.0,4.0,3.0,3.0,14.0,0.2,2.0
97,4.0,3.0,12.0,18.0,4.0,3.0,3.0,14.0,0.2,1.0
98,4.0,3.0,11.0,18.0,6.0,2.0,2.0,15.0,0.5,1.0
99,4.0,3.0,10.0,18.0,1.0,1.0,1.0,13.0,0.8,1.0
100,5.0,2.0,14.0,15.0,1.0,2.0,3.0,14.0,0.2,2.0
101,5.0,2.0,13.0,15.0,6.0,1.0,2.0,15.0,0.8,1.0
102,5.0,2.0,14.0,15.0,1.0,2.0,3.0,14.0,0.2,1.0
103,5.0,2.0,13.0,15.0,6.0,1.0,2.0,15.0,0.8,2.0
104,5.0,2.0,13.0,15.0,6.0,1.0,2.0,15.0,0.8,2.0
105,5.0,2.0,14.0,15.0,1.0,2.0,3.0,14.0,0.2,2.0
106,5.0,2.0,13.0,15.0,6.0,1.0,2.0,15.0,0.8,2.0
107,5.0,2.0,14.0,15.0,1.0,2.0,3.0,14.0,0.2,1.0
108,5.0,2.0,13.0,15.0,6.0,1.0,2.0,15.0,0.8,1.0
109,5.0,2.0,13.0,15.0,6.0,1.0,2.0,15.0,0.8,2.0
110,5.0,2.0,14.0,15.0,1.0,2.0,3.0,14.0,0.2,1.0
111,5.0,2.0,14.0,15.0,1.0,2.0,3.0,14.0,0.2,1.0
112,5.0,2.0,13.0,15.0,6.0,1.0,2.0,15.0,0.8,2.0
113,5.0,2.0,14.0,15.0,1.0,2.0,3.0,14.0,0.2,1.0
114,5.0,2.0,14.0,15.0,1.0,2.0,3.0,14.0,0.2,1.0
115,5.0,2.0,13.0,15.0,6.0,1.0,2.0,15.0,0.8,2.0
116,5.0,2.0,13.0,15.0,6.0,1.0,2.0,15.0,0.8,2.0
117,5.0,2.0,14.0,15.0,1.0,2.0,3.0,14.0,0.2,1.0
118,5.0,2.0,13.0,15.0,6.0,1.0,2.0,15.0,0.8,2.0
119,5.0,2.0,14.0,15.0,1.0,2.0,3.0,14.0,0.2,1.0
120,6.0,4.0,17.0,6.0,6.0,3.0,3.0,14.0,0.2,2.0
121,6.0,4.0,17.0,6.0,6.0,3.0,3.0,14.0,0.2,1.0
122,6.0,4.0,15.0,6.0,2.0,1.0,1.0,13.0,0.5,1.0
123,6.0,4.0,16.0,6.0,5.0,2.0,1.0,13.0,0.8,2.0
124,6.0,4.0,16.0,6.0,5.0,2.0,1.0,13.0,0.8,2.0
125,6.0,4.0,15.0,6.0,2.0,1.0,1.0,13.0,0.5,1.0
126,6.0,4.0,18.0,6.0,1.0,4.0,3.0,14.0,0.8,2.0
127,6.0,4.0,17.0,6.0,6.0,3.0,3.0,14.0,0.2,1.0
128,6.0,4.0,15.0,6.0,2.0,1.0,1.0,13.0,0.5,2.0
129,6.0,4.0,18.0,6.0,1.0,4.0,3.0,14.0,0.8,2.0
130,6.0,4.0,17.0,6.0,6.0,3.0,3.0,14.0,0.2,1.0
131,6.0,4.0,16.0,6.0,5.0,2.0,1.0,13.0,0.8,2.0
132,6.0,4.0,18.0,6.0,1.0,4.0,3.0,14.0,0.8,2.0
133,6.0,4.0,15.0,6.0,2.0,1.0,1.0,13.0,0.5,2.0
134,6.0,4.0,18.0,6.0,1.0,4.0,3.0,14.0,0.8,1.0
135,6.0,4.0,15.0,6.0,2.0,1.0,1.0,13.0,0.5,2.0
136,6.0,4.0,17.0,6.0,6.0,3.0,3.0,14.0,0.2,1.0
137,6.0,4.0,17.0,6.0,6.0,3.0,3.0,14.0,0.2,1.0
138,6.0,4.0,16.0,6.0,5.0,2.0,1.0,13.0,0.8,2.0
139,6.0,4.0,18.0,6.0,1.0,4.0,3.0,14.0,0.8,2.0
140,6.0,4.0,15.0,6.0,2.0,1.0,1.0,13.0,0.5,2.0
141,6.0,4.0,16.0,6.0,5.0,2.0,1.0,13.0,0.8,2.0
142,6.0,4.0,18.0,6.0,1.0,4.0,3.0,14.0,0.8,2.0
143,6.0,4.0,17.0,6.0,6.0,3.0,3.0,14.0,0.2,1.0
144,6.0,4.0,15.0,6.0,2.0,1.0,1.0,13.0,0.5,1.0
145,6.0,4.0,15.0,6.0,2.0,1.0,1.0,13.0,0.5,1.0
146,6.0,4.0,16.0,6.0,5.0,2.0,1.0,13.0,0.8,1.0
147,6.0,4.0,16.0,6.0,5.0,2.0,1.0,13.0,0.8,1.0
148,6.0,4.0,18.0,6.0,1.0,4.0,3.0,14.0,0.8,2.0
149,6.0,4.0,18.0,6.0,1.0,4.0,3.0,14.0,0.8,2.0
150,6.0,4.0,17.0,6.0,6.0,3.0,3.0,14.0,0.2,2.0
151,6.0,4.0,17.0,6.0,6.0,3.0,3.0,14.0,0.2,1.0
152,6.0,4.0,15.0,6.0,2.0,1.0,1.0,13.0,0.5,2.0
153,6.0,4.0,16.0,6.0,5.0,2.0,1.0,13.0,0.8,2.0
154,6.0,4.0,18.0,6.0,1.0,4.0,3.0,14.0,0.8,2.0
155,6.0,4.0,16.0,6.0,5.0,2.0,1.0,13.0,0.8,2.0
156,6.0,4.0,18.0,6.0,1.0,4.0,3.0,14.0,0.8,1.0
157,6.0,4.0,17.0,6.0,6.0,3.0,3.0,14.0,0.2,1.0
158,6.0,4.0,16.0,6.0,5.0,2.0,1.0,13.0,0.8,2.0
159,6.0,4.0,15.0,6.0,2.0,1.0,1.0,13.0,0.5,1.0
160,7.0,3.0,21.0,12.0,6.0,3.0,3.0,14.0,0.2,2.0
161,7.0,3.0,19.0,12.0,3.0,1.0,2.0,15.0,0.5,1.0
162,7.0,3.0,20.0,12.0,4.0,2.0,2.0,15.0,0.8,2.0
163,7.0,3.0,21.0,12.0,6.0,3.0,3.0,14.0,0.2,1.0
164,7.0,3.0,19.0,12.0,3.0,1.0,2.0,15.0,0.5,2.0
165,7.0,3.0,20.0,12.0,4.0,2.0,2.0,15.0,0.8,2.0
166,7.0,3.0,19.0,12.0,3.0,1.0,2.0,15.0,0.5,1.0
167,7.0,3.0,20.0,12.0,4.0,2.0,2.0,15.0,0.8,2.0
168,7.0,3.0,21.0,12.0,6.0,3.0,3.0,14.0,0.2,1.0
169,7.0,3.0,20.0,12.0,4.0,2.0,2.0,15.0,0.8,2.0
170,7.0,3.0,19.0,12.0,3.0,1.0,2.0,15.0,0.5,2.0
171,7.0,3.0,19.0,12.0,3.0,1.0,2.0,15.0,0.5,1.0
172,7.0,3.0,20.0,12.0,4.0,2.0,2.0,15.0,0.8,1.0
173,7.0,3.0,21.0,12.0,6.0,3.0,3.0,14.0,0.2,1.0
174,7.0,3.0,19.0,12.0,3.0,1.0,2.0,15.0,0.5,2.0
175,7.0,3.0,21.0,12.0,6.0,3.0,3.0,14.0,0.2,1.0
176,7.0,3.0,19.0,12.0,3.0,1.0,2.0,15.0,0.5,2.0
177,7.0,3.0,20.0,12.0,4.0,2.0,2.0,15.0,0.8,1.0
178,7.0,3.0,19.0,12.0,3.0,1.0,2.0,15.0,0.5,2.0
179,7.0,3.0,20.0,12.0,4.0,2.0,2.0,15.0,0.8,2.0
180,7.0,3.0,21.0,12.0,6.0,3.0,3.0,14.0,0.2,1.0
181,7.0,3.0,20.0,12.0,4.0,2.0,2.0,15.0,0.8,2.0
182,7.0,3.0,21.0,12.0,6.0,3.0,3.0,14.0,0.2,2.0
183,7.0,3.0,19.0,12.0,3.0,1.0,2.0,15.0,0.5,1.0
184,7.0,3.0,20.0,12.0,4.0,2.0,2.0,15.0,0.8,2.0
185,7.0,3.0,21.0,12.0,6.0,3.0,3.0,14.0,0.2,1.0
186,7.0,3.0,21.0,12.0,6.0,3.0,3.0,14.0,0.2,1.0
187,7.0,3.0,21.0,12.0,6.0,3.0,3.0,14.0,0.2,1.0
188,7.0,3.0,20.0,12.0,4.0,2.0,2.0,15.0,0.8,2.0
189,7.0,3.0,19.0,12.0,3.0,1.0,2.0,15.0,0.5,1.0
190,8.0,5.0,22.0,3.0,1.0,1.0,1.0,13.0,0.8,2.0
191,8.0,5.0,26.0,3.0,3.0,5.0,2.0,15.0,0.5,2.0
192,8.0,5.0,26.0,3.0,3.0,5.0,2.0,15.0,0.5,1.0
193,8.0,5.0,22.0,3.0,1.0,1.0,1.0,13.0,0.8,1.0
194,8.0,5.0,25.0,3.0,6.0,4.0,2.0,15.0,0.2,1.0
195,8.0,5.0,24.0,3.0,5.0,3.0,1.0,13.0,0.2,1.0
196,8.0,5.0,24.0,3.0,5.0,3.0,1.0,13.0,0.2,1.0
197,8.0,5.0,23.0,3.0,4.0,2.0,1.0,13.0,0.5,1.0
198,8.0,5.0,25.0,3.0,6.0,4.0,2.0,15.0,0.2,1.0
199,8.0,5.0,23.0,3.0,4.0,2.0,1.0,13.0,0.5,2.0
200,8.0,5.0,22.0,3.0,1.0,1.0,1.0,13.0,0.8,2.0
201,8.0,5.0,26.0,3.0,3.0,5.0,2.0,15.0,0.5,1.0
202,8.0,5.0,26.0,3.0,3.0,5.0,2.0,15.0,0.5,2.0
203,8.0,5.0,22.0,3.0,1.0,1.0,1.0,13.0,0.8,2.0
204,8.0,5.0,25.0,3.0,6.0,4.0,2.0,15.0,0.2,1.0
205,8.0,5.0,24.0,3.0,5.0,3.0,1.0,13.0,0.2,1.0
206,8.0,5.0,25.0,3.0,6.0,4.0,2.0,15.0,0.2,1.0
207,8.0,5.0,24.0,3.0,5.0,3.0,1.0,13.0,0.2,1.0
208,8.0,5.0,23.0,3.0,4.0,2.0,1.0,13.0,0.5,2.0
209,8.0,5.0,22.0,3.0,1.0,1.0,1.0,13.0,0.8,2.0
210,8.0,5.0,23.0,3.0,4.0,2.0,1.0,13.0,0.5,2.0
211,8.0,5.0,26.0,3.0,3.0,5.0,2.0,15.0,0.5,1.0
212,8.0,5.0,26.0,3.0,3.0,5.0,2.0,15.0,0.5,2.0
213,8.0,5.0,25.0,3.0,6.0,4.0,2.0,15.0,0.2,1.0
214,8.0,5.0,24.0,3.0,5.0,3.0,1.0,13.0,0.2,2.0
215,8.0,5.0,24.0,3.0,5.0,3.0,1.0,13.0,0.2,1.0
216,8.0,5.0,23.0,3.0,4.0,2.0,1.0,13.0,0.5,2.0
217,8.0,5.0,25.0,3.0,6.0,4.0,2.0,15.0,0.2,2.0
218,8.0,5.0,22.0,3.0,1.0,1.0,1.0,13.0,0.8,2.0
219,8.0,5.0,23.0,3.0,4.0,2.0,1.0,13.0,0.5,1.0
220,8.0,5.0,26.0,3.0,3.0,5.0,2.0,15.0,0.5,1.0
221,8.0,5.0,25.0,3.0,6.0,4.0,2.0,15.0,0.2,2.0
222,8.0,5.0,24.0,3.0,5.0,3.0,1.0,13.0,0.2,1.0
223,8.0,5.0,26.0,3.0,3.0,5.0,2.0,15.0,0.5,2.0
224,8.0,5.0,24.0,3.0,5.0,3.0,1.0,13.0,0.2,2.0
225,8.0,5.0,25.0,3.0,6.0,4.0,2.0,15.0,0.2,1.0
226,8.0,5.0,22.0,3.0,1.0,1.0,1.0,13.0,0.8,2.0
227,8.0,5.0,23.0,3.0,4.0,2.0,1.0,13.0,0.5,1.0
228,8.0,5.0,22.0,3.0,1.0,1.0,1.0,13.0,0.8,2.0
229,8.0,5.0,25.0,3.0,6.0,4.0,2.0,15.0,0.2,1.0
230,8.0,5.0,23.0,3.0,4.0,2.0,1.0,13.0,0.5,1.0
231,8.0,5.0,24.0,3.0,5.0,3.0,1.0,13.0,0.2,1.0
232,8.0,5.0,26.0,3.0,3.0,5.0,2.0,15.0,0.5,2.0
233,8.0,5.0,22.0,3.0,1.0,1.0,1.0,13.0,0.8,2.0
234,8.0,5.0,23.0,3.0,4.0,2.0,1.0,13.0,0.5,1.0
235,8.0,5.0,26.0,3.0,3.0,5.0,2.0,15.0,0.5,1.0
236,8.0,5.0,25.0,3.0,6.0,4.0,2.0,15.0,0.2,1.0
237,8.0,5.0,23.0,3.0,4.0,2.0,1.0,13.0,0.5,2.0
238,8.0,5.0,24.0,3.0,5.0,3.0,1.0,13.0,0.2,1.0
239,8.0,5.0,22.0,3.0,1.0,1.0,1.0,13.0,0.8,1.0
240,10.0,5.0,33.0,11.0,3.0,5.0,3.0,14.0,0.2,2.0
241,10.0,5.0,30.0,11.0,1.0,2.0,2.0,15.0,0.8,1.0
242,10.0,5.0,30.0,11.0,1.0,2.0,2.0,15.0,0.8,2.0
243,10.0,5.0,32.0,11.0,2.0,4.0,3.0,14.0,0.5,1.0
244,10.0,5.0,29.0,11.0,6.0,1.0,1.0,13.0,0.2,1.0
245,10.0,5.0,32.0,11.0,2.0,4.0,3.0,14.0,0.5,1.0
246,10.0,5.0,31.0,11.0,5.0,3.0,3.0,14.0,0.8,1.0
247,10.0,5.0,29.0,11.0,6.0,1.0,1.0,13.0,0.2,2.0
248,10.0,5.0,31.0,11.0,5.0,3.0,3.0,14.0,0.8,2.0
249,10.0,5.0,33.0,11.0,3.0,5.0,3.0,14.0,0.2,1.0
250,10.0,5.0,30.0,11.0,1.0,2.0,2.0,15.0,0.8,2.0
251,10.0,5.0,33.0,11.0,3.0,5.0,3.0,14.0,0.2,2.0
252,10.0,5.0,29.0,11.0,6.0,1.0,1.0,13.0,0.2,1.0
253,10.0,5.0,32.0,11.0,2.0,4.0,3.0,14.0,0.5,1.0
254,10.0,5.0,29.0,11.0,6.0,1.0,1.0,13.0,0.2,1.0
255,10.0,5.0,30.0,11.0,1.0,2.0,2.0,15.0,0.8,1.0
256,10.0,5.0,32.0,11.0,2.0,4.0,3.0,14.0,0.5,2.0
257,10.0,5.0,31.0,11.0,5.0,3.0,3.0,14.0,0.8,2.0
258,10.0,5.0,31.0,11.0,5.0,3.0,3.0,14.0,0.8,2.0
259,10.0,5.0,30.0,11.0,1.0,2.0,2.0,15.0,0.8,2.0
260,10.0,5.0,33.0,11.0,3.0,5.0,3.0,14.0,0.2,1.0
261,10.0,5.0,32.0,11.0,2.0,4.0,3.0,14.0,0.5,1.0
262,10.0,5.0,33.0,11.0,3.0,5.0,3.0,14.0,0.2,1.0
263,10.0,5.0,29.0,11.0,6.0,1.0,1.0,13.0,0.2,1.0
264,10.0,5.0,31.0,11.0,5.0,3.0,3.0,14.0,0.8,1.0
265,10.0,5.0,30.0,11.0,1.0,2.0,2.0,15.0,0.8,2.0
266,10.0,5.0,33.0,11.0,3.0,5.0,3.0,14.0,0.2,1.0
267,10.0,5.0,29.0,11.0,6.0,1.0,1.0,13.0,0.2,1.0
268,10.0,5.0,31.0,11.0,5.0,3.0,3.0,14.0,0.8,2.0
269,10.0,5.0,30.0,11.0,1.0,2.0,2.0,15.0,0.8,2.0
270,10.0,5.0,32.0,11.0,2.0,4.0,3.0,14.0,0.5,2.0
271,10.0,5.0,32.0,11.0,2.0,4.0,3.0,14.0,0.5,2.0
272,10.0,5.0,29.0,11.0,6.0,1.0,1.0,13.0,0.2,1.0
273,10.0,5.0,33.0,11.0,3.0,5.0,3.0,14.0,0.2,1.0
274,10.0,5.0,33.0,11.0,3.0,5.0,3.0,14.0,0.2,1.0
275,10.0,5.0,29.0,11.0,6.0,1.0,1.0,13.0,0.2,1.0
276,10.0,5.0,30.0,11.0,1.0,2.0,2.0,15.0,0.8,2.0
277,10.0,5.0,31.0,11.0,5.0,3.0,3.0,14.0,0.8,2.0
278,10.0,5.0,30.0,11.0,1.0,2.0,2.0,15.0,0.8,2.0
279,10.0,5.0,32.0,11.0,2.0,4.0,3.0,14.0,0.5,1.0
280,10.0,5.0,33.0,11.0,3.0,5.0,3.0,14.0,0.2,1.0
281,10.0,5.0,29.0,11.0,6.0,1.0,1.0,13.0,0.2,1.0
282,10.0,5.0,32.0,11.0,2.0,4.0,3.0,14.0,0.5,2.0
283,10.0,5.0,31.0,11.0,5.0,3.0,3.0,14.0,0.8,2.0
284,10.0,5.0,31.0,11.0,5.0,3.0,3.0,14.0,0.8,2.0
285,10.0,5.0,29.0,11.0,6.0,1.0,1.0,13.0,0.2,2.0
286,10.0,5.0,30.0,11.0,1.0,2.0,2.0,15.0,0.8,2.0
287,10.0,5.0,32.0,11.0,2.0,4.0,3.0,14.0,0.5,2.0
288,10.0,5.0,31.0,11.0,5.0,3.0,3.0,14.0,0.8,2.0
289,10.0,5.0,33.0,11.0,3.0,5.0,3.0,14.0,0.2,1.0
290,11.0,3.0,34.0,9.0,4.0,1.0,1.0,13.0,0.5,2.0
291,11.0,3.0,35.0,9.0,3.0,2.0,1.0,13.0,0.8,1.0
292,11.0,3.0,34.0,9.0,4.0,1.0,1.0,13.0,0.5,1.0
293,11.0,3.0,35.0,9.0,3.0,2.0,1.0,13.0,0.8,2.0
294,11.0,3.0,36.0,9.0,1.0,3.0,2.0,15.0,0.2,1.0
295,11.0,3.0,36.0,9.0,1.0,3.0,2.0,15.0,0.2,1.0
296,11.0,3.0,34.0,9.0,4.0,1.0,1.0,13.0,0.5,2.0
297,11.0,3.0,34.0,9.0,4.0,1.0,1.0,13.0,0.5,2.0
298,11.0,3.0,35.0,9.0,3.0,2.0,1.0,13.0,0.8,2.0
299,11.0,3.0,35.0,9.0,3.0,2.0,1.0,13.0,0.8,1.0
300,11.0,3.0,36.0,9.0,1.0,3.0,2.0,15.0,0.2,1.0
301,11.0,3.0,36.0,9.0,1.0,3.0,2.0,15.0,0.2,1.0
302,11.0,3.0,34.0,9.0,4.0,1.0,1.0,13.0,0.5,2.0
303,11.0,3.0,34.0,9.0,4.0,1.0,1.0,13.0,0.5,1.0
304,11.0,3.0,35.0,9.0,3.0,2.0,1.0,13.0,0.8,2.0
305,11.0,3.0,35.0,9.0,3.0,2.0,1.0,13.0,0.8,2.0
306,11.0,3.0,36.0,9.0,1.0,3.0,2.0,15.0,0.2,1.0
307,11.0,3.0,34.0,9.0,4.0,1.0,1.0,13.0,0.5,1.0
308,11.0,3.0,36.0,9.0,1.0,3.0,2.0,15.0,0.2,2.0
309,11.0,3.0,35.0,9.0,3.0,2.0,1.0,13.0,0.8,2.0
310,11.0,3.0,34.0,9.0,4.0,1.0,1.0,13.0,0.5,1.0
311,11.0,3.0,36.0,9.0,1.0,3.0,2.0,15.0,0.2,2.0
312,11.0,3.0,34.0,9.0,4.0,1.0,1.0,13.0,0.5,2.0
313,11.0,3.0,35.0,9.0,3.0,2.0,1.0,13.0,0.8,1.0
314,11.0,3.0,36.0,9.0,1.0,3.0,2.0,15.0,0.2,1.0
315,11.0,3.0,35.0,9.0,3.0,2.0,1.0,13.0,0.8,2.0
316,11.0,3.0,36.0,9.0,1.0,3.0,2.0,15.0,0.2,1.0
317,11.0,3.0,34.0,9.0,4.0,1.0,1.0,13.0,0.5,1.0
318,11.0,3.0,36.0,9.0,1.0,3.0,2.0,15.0,0.2,1.0
319,11.0,3.0,35.0,9.0,3.0,2.0,1.0,13.0,0.8,2.0
320,12.0,4.0,39.0,10.0,4.0,3.0,2.0,15.0,0.5,1.0
321,12.0,4.0,38.0,10.0,6.0,2.0,2.0,15.0,0.2,1.0
322,12.0,4.0,40.0,10.0,3.0,4.0,3.0,14.0,0.8,2.0
323,12.0,4.0,37.0,10.0,1.0,1.0,1.0,13.0,0.2,1.0
324,12.0,4.0,38.0,10.0,6.0,2.0,2.0,15.0,0.2,1.0
325,12.0,4.0,39.0,10.0,4.0,3.0,2.0,15.0,0.5,1.0
326,12.0,4.0,38.0,10.0,6.0,2.0,2.0,15.0,0.2,1.0
327,12.0,4.0,37.0,10.0,1.0,1.0,1.0,13.0,0.2,1.0
328,12.0,4.0,39.0,10.0,4.0,3.0,2.0,15.0,0.5,1.0
329,12.0,4.0,40.0,10.0,3.0,4.0,3.0,14.0,0.8,2.0
