,block #,set size,overall stimulus id,image folder,image number,in block stim #,correct action #,correct key#,2/1 correct FB proba,CorrectFB value
52,2.0,3.0,6.0,6.0,6.0,2.0,1.0,15.0,0.5,1.0
53,2.0,3.0,6.0,6.0,6.0,2.0,1.0,15.0,0.5,1.0
54,2.0,3.0,5.0,6.0,4.0,1.0,1.0,15.0,0.8,2.0
55,2.0,3.0,5.0,6.0,4.0,1.0,1.0,15.0,0.8,1.0
56,2.0,3.0,7.0,6.0,2.0,3.0,2.0,13.0,0.2,2.0
57,2.0,3.0,7.0,6.0,2.0,3.0,2.0,13.0,0.2,1.0
58,2.0,3.0,6.0,6.0,6.0,2.0,1.0,15.0,0.5,1.0
59,2.0,3.0,5.0,6.0,4.0,1.0,1.0,15.0,0.8,2.0
60,2.0,3.0,5.0,6.0,4.0,1.0,1.0,15.0,0.8,2.0
61,2.0,3.0,6.0,6.0,6.0,2.0,1.0,15.0,0.5,1.0
62,2.0,3.0,7.0,6.0,2.0,3.0,2.0,13.0,0.2,1.0
63,2.0,3.0,5.0,6.0,4.0,1.0,1.0,15.0,0.8,2.0
64,2.0,3.0,6.0,6.0,6.0,2.0,1.0,15.0,0.5,2.0
65,2.0,3.0,7.0,6.0,2.0,3.0,2.0,13.0,0.2,2.0
66,2.0,3.0,7.0,6.0,2.0,3.0,2.0,13.0,0.2,1.0
67,2.0,3.0,6.0,6.0,6.0,2.0,1.0,15.0,0.5,2.0
68,2.0,3.0,7.0,6.0,2.0,3.0,2.0,13.0,0.2,1.0
69,2.0,3.0,5.0,6.0,4.0,1.0,1.0,15.0,0.8,2.0
70,3.0,5.0,8.0,14.0,5.0,1.0,1.0,15.0,0.5,2.0
71,3.0,5.0,9.0,14.0,3.0,2.0,1.0,15.0,0.8,2.0
72,3.0,5.0,12.0,14.0,4.0,5.0,3.0,14.0,0.2,2.0
73,3.0,5.0,9.0,14.0,3.0,2.0,1.0,15.0,0.8,2.0
74,3.0,5.0,8.0,14.0,5.0,1.0,1.0,15.0,0.5,2.0
75,3.0,5.0,10.0,14.0,2.0,3.0,2.0,13.0,0.8,2.0
76,3.0,5.0,12.0,14.0,4.0,5.0,3.0,14.0,0.2,1.0
77,3.0,5.0,10.0,14.0,2.0,3.0,2.0,13.0,0.8,1.0
78,3.0,5.0,11.0,14.0,1.0,4.0,3.0,14.0,0.2,1.0
79,3.0,5.0,12.0,14.0,4.0,5.0,3.0,14.0,0.2,1.0
80,3.0,5.0,11.0,14.0,1.0,4.0,3.0,14.0,0.2,2.0
81,3.0,5.0,8.0,14.0,5.0,1.0,1.0,15.0,0.5,1.0
82,3.0,5.0,9.0,14.0,3.0,2.0,1.0,15.0,0.8,2.0
83,3.0,5.0,12.0,14.0,4.0,5.0,3.0,14.0,0.2,1.0
84,3.0,5.0,10.0,14.0,2.0,3.0,2.0,13.0,0.8,2.0
85,3.0,5.0,12.0,14.0,4.0,5.0,3.0,14.0,0.2,2.0
86,3.0,5.0,10.0,14.0,2.0,3.0,2.0,13.0,0.8,2.0
87,3.0,5.0,8.0,14.0,5.0,1.0,1.0,15.0,0.5,1.0
88,3.0,5.0,9.0,14.0,3.0,2.0,1.0,15.0,0.8,2.0
89,3.0,5.0,11.0,14.0,1.0,4.0,3.0,14.0,0.2,1.0
90,3.0,5.0,8.0,14.0,5.0,1.0,1.0,15.0,0.5,1.0
91,3.0,5.0,12.0,14.0,4.0,5.0,3.0,14.0,0.2,1.0
92,3.0,5.0,9.0,14.0,3.0,2.0,1.0,15.0,0.8,2.0
93,3.0,5.0,11.0,14.0,1.0,4.0,3.0,14.0,0.2,1.0
94,3.0,5.0,12.0,14.0,4.0,5.0,3.0,14.0,0.2,1.0
95,3.0,5.0,10.0,14.0,2.0,3.0,2.0,13.0,0.8,2.0
96,3.0,5.0,9.0,14.0,3.0,2.0,1.0,15.0,0.8,2.0
97,3.0,5.0,10.0,14.0,2.0,3.0,2.0,13.0,0.8,2.0
98,3.0,5.0,8.0,14.0,5.0,1.0,1.0,15.0,0.5,2.0
99,3.0,5.0,8.0,14.0,5.0,1.0,1.0,15.0,0.5,1.0
100,3.0,5.0,11.0,14.0,1.0,4.0,3.0,14.0,0.2,1.0
101,3.0,5.0,9.0,14.0,3.0,2.0,1.0,15.0,0.8,2.0
102,3.0,5.0,12.0,14.0,4.0,5.0,3.0,14.0,0.2,1.0
103,3.0,5.0,11.0,14.0,1.0,4.0,3.0,14.0,0.2,1.0
104,3.0,5.0,10.0,14.0,2.0,3.0,2.0,13.0,0.8,2.0
105,3.0,5.0,10.0,14.0,2.0,3.0,2.0,13.0,0.8,1.0
106,3.0,5.0,8.0,14.0,5.0,1.0,1.0,15.0,0.5,1.0
107,3.0,5.0,11.0,14.0,1.0,4.0,3.0,14.0,0.2,1.0
108,3.0,5.0,8.0,14.0,5.0,1.0,1.0,15.0,0.5,2.0
109,3.0,5.0,12.0,14.0,4.0,5.0,3.0,14.0,0.2,1.0
110,3.0,5.0,9.0,14.0,3.0,2.0,1.0,15.0,0.8,2.0
111,3.0,5.0,9.0,14.0,3.0,2.0,1.0,15.0,0.8,1.0
112,3.0,5.0,11.0,14.0,1.0,4.0,3.0,14.0,0.2,1.0
113,3.0,5.0,10.0,14.0,2.0,3.0,2.0,13.0,0.8,2.0
114,3.0,5.0,11.0,14.0,1.0,4.0,3.0,14.0,0.2,1.0
115,3.0,5.0,9.0,14.0,3.0,2.0,1.0,15.0,0.8,1.0
116,3.0,5.0,12.0,14.0,4.0,5.0,3.0,14.0,0.2,1.0
117,3.0,5.0,11.0,14.0,1.0,4.0,3.0,14.0,0.2,2.0
118,3.0,5.0,10.0,14.0,2.0,3.0,2.0,13.0,0.8,2.0
119,3.0,5.0,8.0,14.0,5.0,1.0,1.0,15.0,0.5,2.0
120,4.0,2.0,14.0,15.0,1.0,2.0,2.0,13.0,0.5,2.0
121,4.0,2.0,14.0,15.0,1.0,2.0,2.0,13.0,0.5,2.0
122,4.0,2.0,13.0,15.0,4.0,1.0,1.0,15.0,0.8,2.0
123,4.0,2.0,13.0,15.0,4.0,1.0,1.0,15.0,0.8,2.0
124,4.0,2.0,14.0,15.0,1.0,2.0,2.0,13.0,0.5,1.0
125,4.0,2.0,14.0,15.0,1.0,2.0,2.0,13.0,0.5,2.0
126,4.0,2.0,13.0,15.0,4.0,1.0,1.0,15.0,0.8,2.0
127,4.0,2.0,13.0,15.0,4.0,1.0,1.0,15.0,0.8,2.0
128,4.0,2.0,14.0,15.0,1.0,2.0,2.0,13.0,0.5,2.0
129,4.0,2.0,13.0,15.0,4.0,1.0,1.0,15.0,0.8,1.0
130,4.0,2.0,13.0,15.0,4.0,1.0,1.0,15.0,0.8,1.0
131,4.0,2.0,14.0,15.0,1.0,2.0,2.0,13.0,0.5,1.0
132,4.0,2.0,13.0,15.0,4.0,1.0,1.0,15.0,0.8,2.0
133,4.0,2.0,14.0,15.0,1.0,2.0,2.0,13.0,0.5,2.0
134,4.0,2.0,13.0,15.0,4.0,1.0,1.0,15.0,0.8,2.0
135,4.0,2.0,14.0,15.0,1.0,2.0,2.0,13.0,0.5,1.0
136,4.0,2.0,13.0,15.0,4.0,1.0,1.0,15.0,0.8,2.0
137,4.0,2.0,14.0,15.0,1.0,2.0,2.0,13.0,0.5,1.0
138,4.0,2.0,14.0,15.0,1.0,2.0,2.0,13.0,0.5,1.0
139,4.0,2.0,13.0,15.0,4.0,1.0,1.0,15.0,0.8,2.0
140,6.0,2.0,18.0,13.0,6.0,2.0,3.0,14.0,0.2,2.0
141,6.0,2.0,18.0,13.0,6.0,2.0,3.0,14.0,0.2,1.0
142,6.0,2.0,17.0,13.0,1.0,1.0,1.0,15.0,0.8,2.0
143,6.0,2.0,18.0,13.0,6.0,2.0,3.0,14.0,0.2,1.0
144,6.0,2.0,17.0,13.0,1.0,1.0,1.0,15.0,0.8,1.0
145,6.0,2.0,17.0,13.0,1.0,1.0,1.0,15.0,0.8,1.0
146,6.0,2.0,18.0,13.0,6.0,2.0,3.0,14.0,0.2,1.0
147,6.0,2.0,17.0,13.0,1.0,1.0,1.0,15.0,0.8,2.0
148,6.0,2.0,18.0,13.0,6.0,2.0,3.0,14.0,0.2,1.0
149,6.0,2.0,18.0,13.0,6.0,2.0,3.0,14.0,0.2,1.0
150,6.0,2.0,17.0,13.0,1.0,1.0,1.0,15.0,0.8,2.0
151,6.0,2.0,17.0,13.0,1.0,1.0,1.0,15.0,0.8,2.0
152,6.0,2.0,18.0,13.0,6.0,2.0,3.0,14.0,0.2,1.0
153,6.0,2.0,18.0,13.0,6.0,2.0,3.0,14.0,0.2,1.0
154,6.0,2.0,17.0,13.0,1.0,1.0,1.0,15.0,0.8,2.0
155,6.0,2.0,17.0,13.0,1.0,1.0,1.0,15.0,0.8,2.0
156,6.0,2.0,18.0,13.0,6.0,2.0,3.0,14.0,0.2,2.0
157,6.0,2.0,17.0,13.0,1.0,1.0,1.0,15.0,0.8,2.0
158,6.0,2.0,18.0,13.0,6.0,2.0,3.0,14.0,0.2,1.0
159,6.0,2.0,17.0,13.0,1.0,1.0,1.0,15.0,0.8,2.0
160,7.0,3.0,19.0,4.0,1.0,1.0,2.0,13.0,0.2,1.0
161,7.0,3.0,19.0,4.0,1.0,1.0,2.0,13.0,0.2,2.0
162,7.0,3.0,20.0,4.0,4.0,2.0,2.0,13.0,0.8,1.0
163,7.0,3.0,21.0,4.0,5.0,3.0,3.0,14.0,0.5,1.0
164,7.0,3.0,20.0,4.0,4.0,2.0,2.0,13.0,0.8,2.0
165,7.0,3.0,19.0,4.0,1.0,1.0,2.0,13.0,0.2,1.0
166,7.0,3.0,20.0,4.0,4.0,2.0,2.0,13.0,0.8,2.0
167,7.0,3.0,21.0,4.0,5.0,3.0,3.0,14.0,0.5,1.0
168,7.0,3.0,20.0,4.0,4.0,2.0,2.0,13.0,0.8,2.0
169,7.0,3.0,21.0,4.0,5.0,3.0,3.0,14.0,0.5,2.0
170,7.0,3.0,19.0,4.0,1.0,1.0,2.0,13.0,0.2,1.0
171,7.0,3.0,21.0,4.0,5.0,3.0,3.0,14.0,0.5,2.0
172,7.0,3.0,20.0,4.0,4.0,2.0,2.0,13.0,0.8,2.0
173,7.0,3.0,20.0,4.0,4.0,2.0,2.0,13.0,0.8,2.0
174,7.0,3.0,19.0,4.0,1.0,1.0,2.0,13.0,0.2,1.0
175,7.0,3.0,19.0,4.0,1.0,1.0,2.0,13.0,0.2,1.0
176,7.0,3.0,21.0,4.0,5.0,3.0,3.0,14.0,0.5,1.0
177,7.0,3.0,21.0,4.0,5.0,3.0,3.0,14.0,0.5,1.0
178,7.0,3.0,20.0,4.0,4.0,2.0,2.0,13.0,0.8,2.0
179,7.0,3.0,19.0,4.0,1.0,1.0,2.0,13.0,0.2,1.0
180,7.0,3.0,19.0,4.0,1.0,1.0,2.0,13.0,0.2,2.0
181,7.0,3.0,20.0,4.0,4.0,2.0,2.0,13.0,0.8,2.0
182,7.0,3.0,21.0,4.0,5.0,3.0,3.0,14.0,0.5,1.0
183,7.0,3.0,19.0,4.0,1.0,1.0,2.0,13.0,0.2,1.0
184,7.0,3.0,20.0,4.0,4.0,2.0,2.0,13.0,0.8,1.0
185,7.0,3.0,21.0,4.0,5.0,3.0,3.0,14.0,0.5,2.0
186,7.0,3.0,21.0,4.0,5.0,3.0,3.0,14.0,0.5,2.0
187,7.0,3.0,20.0,4.0,4.0,2.0,2.0,13.0,0.8,2.0
188,7.0,3.0,21.0,4.0,5.0,3.0,3.0,14.0,0.5,2.0
189,7.0,3.0,19.0,4.0,1.0,1.0,2.0,13.0,0.2,1.0
190,8.0,5.0,24.0,17.0,3.0,3.0,3.0,14.0,0.8,2.0
191,8.0,5.0,23.0,17.0,6.0,2.0,2.0,13.0,0.5,1.0
192,8.0,5.0,24.0,17.0,3.0,3.0,3.0,14.0,0.8,2.0
193,8.0,5.0,26.0,17.0,5.0,5.0,3.0,14.0,0.8,2.0
194,8.0,5.0,23.0,17.0,6.0,2.0,2.0,13.0,0.5,2.0
195,8.0,5.0,22.0,17.0,4.0,1.0,1.0,15.0,0.5,1.0
196,8.0,5.0,25.0,17.0,2.0,4.0,3.0,14.0,0.2,1.0
197,8.0,5.0,22.0,17.0,4.0,1.0,1.0,15.0,0.5,2.0
198,8.0,5.0,25.0,17.0,2.0,4.0,3.0,14.0,0.2,1.0
199,8.0,5.0,24.0,17.0,3.0,3.0,3.0,14.0,0.8,1.0
200,8.0,5.0,26.0,17.0,5.0,5.0,3.0,14.0,0.8,2.0
201,8.0,5.0,24.0,17.0,3.0,3.0,3.0,14.0,0.8,1.0
202,8.0,5.0,26.0,17.0,5.0,5.0,3.0,14.0,0.8,2.0
203,8.0,5.0,23.0,17.0,6.0,2.0,2.0,13.0,0.5,2.0
204,8.0,5.0,25.0,17.0,2.0,4.0,3.0,14.0,0.2,1.0
205,8.0,5.0,23.0,17.0,6.0,2.0,2.0,13.0,0.5,2.0
206,8.0,5.0,22.0,17.0,4.0,1.0,1.0,15.0,0.5,1.0
207,8.0,5.0,22.0,17.0,4.0,1.0,1.0,15.0,0.5,2.0
208,8.0,5.0,24.0,17.0,3.0,3.0,3.0,14.0,0.8,2.0
209,8.0,5.0,25.0,17.0,2.0,4.0,3.0,14.0,0.2,2.0
210,8.0,5.0,24.0,17.0,3.0,3.0,3.0,14.0,0.8,2.0
211,8.0,5.0,26.0,17.0,5.0,5.0,3.0,14.0,0.8,1.0
212,8.0,5.0,26.0,17.0,5.0,5.0,3.0,14.0,0.8,2.0
213,8.0,5.0,25.0,17.0,2.0,4.0,3.0,14.0,0.2,2.0
214,8.0,5.0,23.0,17.0,6.0,2.0,2.0,13.0,0.5,1.0
215,8.0,5.0,22.0,17.0,4.0,1.0,1.0,15.0,0.5,1.0
216,8.0,5.0,25.0,17.0,2.0,4.0,3.0,14.0,0.2,1.0
217,8.0,5.0,24.0,17.0,3.0,3.0,3.0,14.0,0.8,2.0
218,8.0,5.0,22.0,17.0,4.0,1.0,1.0,15.0,0.5,2.0
219,8.0,5.0,23.0,17.0,6.0,2.0,2.0,13.0,0.5,2.0
220,8.0,5.0,24.0,17.0,3.0,3.0,3.0,14.0,0.8,2.0
221,8.0,5.0,26.0,17.0,5.0,5.0,3.0,14.0,0.8,2.0
222,8.0,5.0,23.0,17.0,6.0,2.0,2.0,13.0,0.5,1.0
223,8.0,5.0,26.0,17.0,5.0,5.0,3.0,14.0,0.8,2.0
224,8.0,5.0,22.0,17.0,4.0,1.0,1.0,15.0,0.5,2.0
225,8.0,5.0,25.0,17.0,2.0,4.0,3.0,14.0,0.2,1.0
226,8.0,5.0,24.0,17.0,3.0,3.0,3.0,14.0,0.8,2.0
227,8.0,5.0,23.0,17.0,6.0,2.0,2.0,13.0,0.5,2.0
228,8.0,5.0,22.0,17.0,4.0,1.0,1.0,15.0,0.5,2.0
229,8.0,5.0,23.0,17.0,6.0,2.0,2.0,13.0,0.5,1.0
230,8.0,5.0,25.0,17.0,2.0,4.0,3.0,14.0,0.2,1.0
231,8.0,5.0,26.0,17.0,5.0,5.0,3.0,14.0,0.8,1.0
232,8.0,5.0,25.0,17.0,2.0,4.0,3.0,14.0,0.2,1.0
233,8.0,5.0,26.0,17.0,5.0,5.0,3.0,14.0,0.8,2.0
234,8.0,5.0,22.0,17.0,4.0,1.0,1.0,15.0,0.5,1.0
235,8.0,5.0,25.0,17.0,2.0,4.0,3.0,14.0,0.2,1.0
236,8.0,5.0,23.0,17.0,6.0,2.0,2.0,13.0,0.5,1.0
237,8.0,5.0,24.0,17.0,3.0,3.0,3.0,14.0,0.8,2.0
238,8.0,5.0,26.0,17.0,5.0,5.0,3.0,14.0,0.8,2.0
239,8.0,5.0,22.0,17.0,4.0,1.0,1.0,15.0,0.5,1.0
240,9.0,4.0,28.0,2.0,3.0,2.0,1.0,15.0,0.5,1.0
241,9.0,4.0,27.0,2.0,1.0,1.0,1.0,15.0,0.8,2.0
242,9.0,4.0,28.0,2.0,3.0,2.0,1.0,15.0,0.5,1.0
243,9.0,4.0,30.0,2.0,6.0,4.0,3.0,14.0,0.2,1.0
244,9.0,4.0,30.0,2.0,6.0,4.0,3.0,14.0,0.2,1.0
245,9.0,4.0,27.0,2.0,1.0,1.0,1.0,15.0,0.8,2.0
246,9.0,4.0,29.0,2.0,4.0,3.0,3.0,14.0,0.2,1.0
247,9.0,4.0,28.0,2.0,3.0,2.0,1.0,15.0,0.5,2.0
248,9.0,4.0,28.0,2.0,3.0,2.0,1.0,15.0,0.5,1.0
249,9.0,4.0,30.0,2.0,6.0,4.0,3.0,14.0,0.2,1.0
250,9.0,4.0,27.0,2.0,1.0,1.0,1.0,15.0,0.8,2.0
251,9.0,4.0,29.0,2.0,4.0,3.0,3.0,14.0,0.2,2.0
252,9.0,4.0,27.0,2.0,1.0,1.0,1.0,15.0,0.8,2.0
253,9.0,4.0,28.0,2.0,3.0,2.0,1.0,15.0,0.5,1.0
254,9.0,4.0,29.0,2.0,4.0,3.0,3.0,14.0,0.2,1.0
255,9.0,4.0,30.0,2.0,6.0,4.0,3.0,14.0,0.2,1.0
256,9.0,4.0,30.0,2.0,6.0,4.0,3.0,14.0,0.2,2.0
257,9.0,4.0,28.0,2.0,3.0,2.0,1.0,15.0,0.5,2.0
258,9.0,4.0,27.0,2.0,1.0,1.0,1.0,15.0,0.8,2.0
259,9.0,4.0,27.0,2.0,1.0,1.0,1.0,15.0,0.8,2.0
260,9.0,4.0,29.0,2.0,4.0,3.0,3.0,14.0,0.2,1.0
261,9.0,4.0,30.0,2.0,6.0,4.0,3.0,14.0,0.2,1.0
262,9.0,4.0,29.0,2.0,4.0,3.0,3.0,14.0,0.2,1.0
263,9.0,4.0,28.0,2.0,3.0,2.0,1.0,15.0,0.5,1.0
264,9.0,4.0,27.0,2.0,1.0,1.0,1.0,15.0,0.8,1.0
265,9.0,4.0,29.0,2.0,4.0,3.0,3.0,14.0,0.2,1.0
266,9.0,4.0,27.0,2.0,1.0,1.0,1.0,15.0,0.8,2.0
267,9.0,4.0,30.0,2.0,6.0,4.0,3.0,14.0,0.2,1.0
268,9.0,4.0,29.0,2.0,4.0,3.0,3.0,14.0,0.2,2.0
269,9.0,4.0,30.0,2.0,6.0,4.0,3.0,14.0,0.2,1.0
270,9.0,4.0,28.0,2.0,3.0,2.0,1.0,15.0,0.5,2.0
271,9.0,4.0,27.0,2.0,1.0,1.0,1.0,15.0,0.8,2.0
272,9.0,4.0,30.0,2.0,6.0,4.0,3.0,14.0,0.2,1.0
273,9.0,4.0,29.0,2.0,4.0,3.0,3.0,14.0,0.2,1.0
274,9.0,4.0,29.0,2.0,4.0,3.0,3.0,14.0,0.2,1.0
275,9.0,4.0,28.0,2.0,3.0,2.0,1.0,15.0,0.5,2.0
276,9.0,4.0,29.0,2.0,4.0,3.0,3.0,14.0,0.2,1.0
277,9.0,4.0,30.0,2.0,6.0,4.0,3.0,14.0,0.2,2.0
278,9.0,4.0,27.0,2.0,1.0,1.0,1.0,15.0,0.8,1.0
279,9.0,4.0,28.0,2.0,3.0,2.0,1.0,15.0,0.5,2.0
280,10.0,3.0,32.0,7.0,6.0,2.0,2.0,13.0,0.8,2.0
281,10.0,3.0,33.0,7.0,3.0,3.0,3.0,14.0,0.5,1.0
282,10.0,3.0,31.0,7.0,5.0,1.0,1.0,15.0,0.2,1.0
283,10.0,3.0,33.0,7.0,3.0,3.0,3.0,14.0,0.5,1.0
284,10.0,3.0,32.0,7.0,6.0,2.0,2.0,13.0,0.8,2.0
285,10.0,3.0,32.0,7.0,6.0,2.0,2.0,13.0,0.8,2.0
286,10.0,3.0,31.0,7.0,5.0,1.0,1.0,15.0,0.2,1.0
287,10.0,3.0,33.0,7.0,3.0,3.0,3.0,14.0,0.5,2.0
288,10.0,3.0,31.0,7.0,5.0,1.0,1.0,15.0,0.2,1.0
289,10.0,3.0,33.0,7.0,3.0,3.0,3.0,14.0,0.5,2.0
290,10.0,3.0,32.0,7.0,6.0,2.0,2.0,13.0,0.8,2.0
291,10.0,3.0,32.0,7.0,6.0,2.0,2.0,13.0,0.8,2.0
292,10.0,3.0,33.0,7.0,3.0,3.0,3.0,14.0,0.5,2.0
293,10.0,3.0,31.0,7.0,5.0,1.0,1.0,15.0,0.2,2.0
294,10.0,3.0,31.0,7.0,5.0,1.0,1.0,15.0,0.2,1.0
295,10.0,3.0,32.0,7.0,6.0,2.0,2.0,13.0,0.8,2.0
296,10.0,3.0,32.0,7.0,6.0,2.0,2.0,13.0,0.8,2.0
297,10.0,3.0,33.0,7.0,3.0,3.0,3.0,14.0,0.5,2.0
298,10.0,3.0,33.0,7.0,3.0,3.0,3.0,14.0,0.5,2.0
299,10.0,3.0,31.0,7.0,5.0,1.0,1.0,15.0,0.2,1.0
300,10.0,3.0,32.0,7.0,6.0,2.0,2.0,13.0,0.8,1.0
301,10.0,3.0,31.0,7.0,5.0,1.0,1.0,15.0,0.2,1.0
302,10.0,3.0,33.0,7.0,3.0,3.0,3.0,14.0,0.5,1.0
303,10.0,3.0,33.0,7.0,3.0,3.0,3.0,14.0,0.5,1.0
304,10.0,3.0,32.0,7.0,6.0,2.0,2.0,13.0,0.8,2.0
305,10.0,3.0,31.0,7.0,5.0,1.0,1.0,15.0,0.2,2.0
306,10.0,3.0,31.0,7.0,5.0,1.0,1.0,15.0,0.2,1.0
307,10.0,3.0,32.0,7.0,6.0,2.0,2.0,13.0,0.8,1.0
308,10.0,3.0,33.0,7.0,3.0,3.0,3.0,14.0,0.5,1.0
309,10.0,3.0,31.0,7.0,5.0,1.0,1.0,15.0,0.2,1.0
310,11.0,5.0,37.0,12.0,2.0,4.0,2.0,13.0,0.2,2.0
311,11.0,5.0,38.0,12.0,3.0,5.0,2.0,13.0,0.8,2.0
312,11.0,5.0,34.0,12.0,1.0,1.0,1.0,15.0,0.5,1.0
313,11.0,5.0,35.0,12.0,5.0,2.0,1.0,15.0,0.5,1.0
314,11.0,5.0,38.0,12.0,3.0,5.0,2.0,13.0,0.8,2.0
315,11.0,5.0,35.0,12.0,5.0,2.0,1.0,15.0,0.5,1.0
316,11.0,5.0,37.0,12.0,2.0,4.0,2.0,13.0,0.2,1.0
317,11.0,5.0,34.0,12.0,1.0,1.0,1.0,15.0,0.5,1.0
318,11.0,5.0,36.0,12.0,4.0,3.0,1.0,15.0,0.2,1.0
319,11.0,5.0,37.0,12.0,2.0,4.0,2.0,13.0,0.2,1.0
320,11.0,5.0,36.0,12.0,4.0,3.0,1.0,15.0,0.2,1.0
321,11.0,5.0,34.0,12.0,1.0,1.0,1.0,15.0,0.5,2.0
322,11.0,5.0,35.0,12.0,5.0,2.0,1.0,15.0,0.5,2.0
323,11.0,5.0,38.0,12.0,3.0,5.0,2.0,13.0,0.8,1.0
324,11.0,5.0,38.0,12.0,3.0,5.0,2.0,13.0,0.8,2.0
325,11.0,5.0,36.0,12.0,4.0,3.0,1.0,15.0,0.2,1.0
326,11.0,5.0,35.0,12.0,5.0,2.0,1.0,15.0,0.5,2.0
327,11.0,5.0,34.0,12.0,1.0,1.0,1.0,15.0,0.5,2.0
328,11.0,5.0,37.0,12.0,2.0,4.0,2.0,13.0,0.2,1.0
329,11.0,5.0,37.0,12.0,2.0,4.0,2.0,13.0,0.2,1.0
